SberTech,Java-разработчик,з/п не указана,не требуется,"Полная занятость, полный день",[],"Требуемый опыт работы: не требуетсяПолная занятость, полный деньОписание:В «Сбербанк-Технологии» активно развивается проект по развитию цифровой платформы Сбербанка. Цель проекта: максимально автоматизировать бизнес-процессы Сбербанка для обеспечения простоты и увеличения скорости обслуживания клиента. Потребителями являются все бизнес-проекты Банка. Одним из составных частей платформы является Сервис индексированного поиска. Сервис предоставляет потребителю возможность индексации собственных баз знаний и других источников информации и организацию по ним полнотекстового поиска. Возможно управление релевантностью поиска:С помощью передаваемых в запросе параметровС помощью интеграции с сервисами персонализации (внутрибанковскими или внешними)С использованием текущего местоположенияС использованием статистики предыдущих поисковС использованием языка запросаПотребителю доступны возможности, расширяющие полнотекстовый поиск:Фасетный поискНечеткий поискГеопространственный поискАвтокомплитер (подсказки/контекстный поиск при вводе)Реализована настраиваемая UI-библиотека для визуализации результатов поиска, в том числе с интеграцией с ГИС-системами Используемые технологии:язык программирования: Java/Kotlin;фреймворк: Spring Boot;поисковая систем ElasticSearch;система автоматизации сборки: Maven/Gradle;система контроля версий: Git. Функциональные обязанности сотрудника:Разработка и оптимизация высоконагруженных и отказоустойчивых компонентов сервиса;Решение прикладных задач полнотекстового поискаУчастие в разработке API;Оценка и планирование работ по системе;Разработка архитектуры решения и выбор технологий;Построение моделей данных;Разработка автотестов;Документирование кода;Сode review. Дополнительно большим плюсом станет наличие следующих знаний и навыков:Опыт работы со стеком ELK (ElasticSearch, LogStash, Kibana);системы обмена сообщениями: IBM MQ, Apache Kafka и т.д.;технологии контейнеризации Red Hat OpenShift / K8S;знание SQL и PL/SQL (Oracle11 и выше);опыт применения Agile/Scrum практик: итерационные релизы, работа с backlog, code review и т.д.",https://hh.ru/vacancy/48370076?from=vacancy_search_list&query=java
CloudAlly a Zix company,Java Инженер-программист,от 70 000 до 250 000 руб. до вычета налогов,1–3 года,"Полная занятость, удаленная работа","['Java', 'Git', 'NoSQL', 'Linux', 'Apache Maven', 'Amazon Web Services', 'Atlassian Jira', 'ООП', 'REST', 'SOAP', 'API', 'Unit Testing', 'MongoDB']","Требуемый опыт работы: 1–3 годаПолная занятость, удаленная работаВозможно временное оформление: договор услуг, подряда, ГПХ, самозанятые, ИПКомпания CloudAlly была основана в 2011 году, как одна из первых в мире служб резервного копирования. Предоставляет онлайн решения для резервного копирования из облака в облако для MS SharePoint, Office365, Salesforce, G Suite, которые создают резервные копии ежедневных изменений ваших SaaS в неограниченном хранилище Amazon S3 и позволяют восстанавливать или экспортировать их. Компания CloudAlly в поиске Инженерa-программистa (Java) для проекта по резервному копированию данных CloudAlly.com. Проект будет интересен людям, желающим получить хороший опыт работы с различными облачными провайдерами и технологиями, связанными с большими данными. Чем предстоит заниматься:  Проектирование, разработка и оптимизация многопоточной высоконагруженной системы; Сode review коллег; Разработка серверной части системы; Уметь самоорганизовываться лично и в команде для выполнения поставленных задач.  Мы ждем от Вас:  Опыт разработки на Java 2-3+ года; Опыт работы в Linux-окружении, запуск и настройка Java-приложений; Опыт разработки многопоточных приложений; Знакомство с принципами работы REST/SOAP API; Опыт написания Unit тестирования; Знакомство со Agile методологией разработки.  Будет плюсом:  Знание технологий Big Data (распределенные файловые системы, table replication/sharding, и проч.); Опыт работы с Amazon AWS, MS Azure или прочими IaaS провайдерами; Знакомство с лучшими практиками в области информационной безопасности; Опыт работы с MongoDB, DynamoDB или иным документоориентированными NoSQL БД; Знакомство с поисковым движком ElasticSearch/Lucene; Знакомство с системами статического анализа кода (SonarQube); Знакомство с билд-сервером TeamCity.  Мы предлагаем:   Офис в центре Казани, парковка (возможен удаленный формат работы)   Гибкий график;   Официальное трудоустройство;   Конкурентная заработная плата (зависит от уровня компетенций);   ДМС для сотрудника и членов семьи (компенсация 70%);   Компенсация курсов английского языка (70%);   Возможность проходить обучения за счет компании, профессиональное развитие.  Ключевые навыкиJavaGitNoSQLLinuxApache MavenAmazon Web ServicesAtlassian JiraООПRESTSOAPAPIUnit TestingMongoDBАдресКазань, Московская улица, 19/8Показать на большой карте",https://hh.ru/vacancy/47859223?from=vacancy_search_list&query=java
Behavox,Senior Java Developer - Core Platform (to Canada),от 10 000 USD до вычета налогов,более 6 лет,"Полная занятость, полный день","['Английский\xa0— B2 — Средне-продвинутый', 'Cassandra', 'Java', 'NoSQL', 'Spark', 'MongoDB', 'elasticsearch', 'hadoop', 'Big Data', 'SCALA', 'Java Core', 'Английский язык', 'Elasticsearch', 'ELK']","Требуемый опыт работы: более 6 летПолная занятость, полный деньAbout Behavox Behavox is shaping the future for how businesses harness their most important raw material - data. Our mission is bold: Organize enterprise data into actionable information that protects and promotes the business growth of multinational companies around the world. From managing enterprise risk and compliance to maximizing revenue and value, our data operating platform presents a widespread opportunity to build multilingual, AI/ML-based solutions that activate data for every function within a global enterprise. Our approach is unique, and it’s validated by our customers who tell us to keep forging ahead because no one else is aggregating, analyzing, and acting on data to uncover opportunities or solve problems quite the way we are. We are looking for fearless innovators who have an insatiable appetite for building what no one has built before. About the Role Behavox is an ecosystem of products with the common mission to organize all corporate communications and productivity data on Earth, and to make it useful to human organizations around the globe to become more compliant, improve conduct & culture, automate their CRM functions and more. We use behavioral signals captured in internal data to help businesses achieve better outcomes by linking employee behavior to specific business processes, which helps organizations understand how they can unleash the collective power of their people. Platform Engineering is an essential part of the larger Technology Department. We focus on the technical design of complex data operation platform which is at the core of any Behavox product. As a Senior Java Platform Developer, you will be helping to scale Platform components and facilitate building new products on top of them. For the right Talent this is a great opportunity because: 1. We are not a startup, nor an enterprise - so this is the best time to join as your contribution will be highly visible and impactful.2. Engineering is an equal contributor to the company goals. Success in this area is vital, along with the other business functions.3. We have small dynamic feature teams with short development cycles and dedicated releases in which you can promote your ideas from day one. We love competition. What You'll Bring  8+ years of experience building scalable and reliable backend applications Strong knowledge of core Java, experience with any other JVM-based language (Groovy, Kotlin, Scala) Hands-on experience with any of big-data technologies (NoSQL databases - Hbase, Cassandra, Mongodb; full-text search solutions - Elasticsearch, Solr; batch processing - Spark, Flink) Deep understanding of the JVM functioning, ability to troubleshoot performance problems Experience with microservice technologies (e.g. Kubernetes, Nomad, Docker, Istio, Envoy)  What You'll Do  Design complex scalable and reliable server-side Java-based applications Design and optimize solutions based on NoSQL technologies in a high-load complex systems Write benchmarks and automated tests for critical features (unit, integration, end-to-end) Troubleshoot any performance or reliability issues in the core functionality Take the ownership of the complex components and features assigned to you, demonstrating the ability to be autonomous and learn fast  What We Offer  A truly global mission with a passionate community in locations all over the world Huge impact and learning potential as our aspirations require bold innovation Highly competitive compensation with 100% bonus pay already integrated Benefits include fully covered health coverage for employee and family Generous time-off policy and flexible work schedule Great relocation package and Work Permit Sponsorship for the candidate and his family (relocation to our main R&D center in Montreal is a MUST)  About Our Process We take Talent very seriously and we are building a community of extraordinary individuals working together in very high performing teams. We also know that the best Talent always has options so we believe that the process has to be a two way assessment - the company AND the candidate assessing the business needs alignment, the career next step alignment, and the cultural alignment.During the process we will begin by exploring the core factors regarding salary and location along with core experience and skills and values alignment. We will then deep dive explore the critical technical competencies we have identified for the role, and then we will deep dive in behavioral competencies.The most aligned candidate will then be asked to do a practical work task simulation activity so we can make sure that you will enjoy the kind of work the role requires, and this task will typically be presented and discussed with a group of colleagues and managers. Finally we will ask you to meet with a number of our senior leaders to make sure that you are making the most informed call possible. Please apply with your CV and cover letter in English. Our recruitment team won't be able to review the CVs in Russian. Please note that relocation to Canada is requiredКлючевые навыкиАнглийский — B2 — Средне-продвинутыйCassandraJavaNoSQLSparkMongoDBelasticsearchhadoopBig DataSCALAJava CoreАнглийский языкElasticsearchELK",https://hh.ru/vacancy/46798531?from=vacancy_search_list&query=java
АО ОКЕНИТ,Разработчик Java,з/п не указана,1–3 года,"Полная занятость, полный день","['Hibernate ORM', 'Spring Framework', 'Java', 'Apache Maven', 'PostgreSQL']","Требуемый опыт работы: 1–3 годаПолная занятость, полный деньКомпания АО ""ОКЕНИТ"" - молодая, энергично развивающаяся команда профильных специалистов. Мы занимаемся разработкой специальных технических и программных средств, оказываем консультационные услуги в сфере информационных технологий и информационной безопасности на рынке России. В настоящее время мы ищем Java-разработчика, заинтересованного в профессиональном росте и готового изучать новые технологии. Обязанности:  Разработка новых продуктов компании; Доработка существующей бизнес-логики; Проектирование интерфейсов взаимодействия с другими системами; Взаимодействие с frontend-разработчиками.  Требования:  Понимание принципов ООП; Уверенное владение Java 8 или выше (core, collections, stream api); Опыт использования Spring Framework; Опыт работы с реляционными базами данных, умение писать и оптимизировать запросы; Опыт использования Hibernate ORM, JPA; Понимание особенностей микросервисной архитектуры; Знание HTTP, REST; Опыт работы с Git, Maven.  Дополнительными преимуществами будут:  Понимание принципов WEB разработки; Знакомство с Vue.js, TypeScript, jHipster; Понимание особенностей микросервисной архитектуры; Знакомство с Linux на уровне пользователя.  Мы предлагаем:  Официальное трудоустройство; Стабильная белая заработная плата (уровень обсуждается индивидуально с каждым кандидатом); Мы ценим результативность и инициативность и предлагаем отличные возможности для развития вместе с компанией; Молодой драйвовый коллектив. Участие в совместных мероприятиях; Оплата курсов/мероприятий, нацеленных на повышение квалификации; Участие в интересных проектах.  Мы всегда рады начинающим специалистам! Если Вы не владеете каким-либо навыком или знанием из вышеуказанного списка, но есть огромное желание учиться и осваивать данные технологии - мы Вас научим.Ключевые навыкиHibernate ORMSpring FrameworkJavaApache MavenPostgreSQL",https://hh.ru/vacancy/48497045?from=vacancy_search_list&query=java
ООО ROST GROUP,Senior Java Developer (online banking),до 5 000 USD на руки,3–6 лет,"Полная занятость, удаленная работа","['Java', 'Spring Framework', 'SQL', 'Linux', 'Scrum', 'Unit Testing', 'JSON', 'HTTP', 'Apache Kafka', 'angular', 'Jira', 'REST', 'Teamplayer', 'Maven', 'Git']","Требуемый опыт работы: 3–6 летПолная занятость, удаленная работаWe are looking for self-motivated IT-professional with 3+ years of experience in development large-scale projects, create proofs of concept, review a code, explore and improve new technologies. We develop the back-end (java micro services in Docker) and front-end (Angular 2+) for own new online banking. Also we develop public API for digital banking services. Our development processes are based on Agile/Scrum methodology and use continuous integration and version control system. This is an attractive project with the varieties of technologies, includes information security, etc. Requirement skills:  Experience more 3 years Good knowledge of Java Core 8+ Good knowledge Spring (Core, Web, Data, Boot) Good knowledge of SQL Understanding REST API concepts Understanding principles of HTTP protocol Hands-on experience in Unit testing: JUnit, Mockito Experience with Lombok, Mapstruct, OpenAPI Experience JIRA, GIT, Maven, Jenkins Understanding principles of validation (XML/XSD, Json/JSON Schema)  Preferable skills/would be a plus:  Experience with ESB solutions (IBM Integration Bus, Apache Camel or other) Experience with messaging: RabbitMQ, Apache Kafka, ActiveMQ Knowledge of docker, Kubernetes Familiarity with GNU/Linux Familiarity with ELK stack Ready to consider a student  Your responsibilities:  Full lifecycle application development Produce clean, efficient, well-documented codebase Deliver maintainable, high-quality software with good level of test coverage Troubleshoot existing and potential problems quickly and efficiently Be active part of the team  We offer:  Remote work/Comfortable work environment (Kontraktova square) Friendly team of experienced developers The ability to switch projects, try yourself in different roles Conferences and trainings, English classes Flexible schedule and the ability to work remotely Completely «white salary» or working as Private Entrepreneur of your choice Medical insurance Ключевые навыкиJavaSpring FrameworkSQLLinuxScrumUnit TestingJSONHTTPApache KafkaangularJiraRESTTeamplayerMavenGit",https://hh.ru/vacancy/48459858?from=vacancy_search_list&query=java
Укрпошта,Middle Java (API) Developer,з/п не указана,1–3 года,"Полная занятость, полный день","['Java', 'SQL', 'Spring Framework', 'ООП', 'Apache Maven']","Требуемый опыт работы: 1–3 годаПолная занятость, полный деньВаші задачі:  Участь у життєвому циклі розробки програмного продукту API на всіх його етапах Розробка та впровадження сервісів та API підприємства на основі отриманого технічного завдання Робота з інтеграційною шиною даних ESB WSO2 Забезпечення якості та дотримання термінів виконання задач  Ми пропонуємо:  Місцезнаходження робочого місця — вул. А. Шептицького, 16/4 П’ятиденний робочий тиждень Офіційне працевлаштування, дотримання підприємством всіх вимог законодавства Стабільна оплата праці двічі на місяць; Перспективи професійного та кар'єрного росту Квартальне преміювання (за результатам роботи)  Ваш досвід:  Освіта: вища (IT — бажано) Досвід роботи — від 1 року ООП та java core Практична робота на продакшені з наступними технологіями: Spring (IoC, MVC), Hibernate, Maven, Git, SQL, REST, Unit and Integration testing RMBD Oracle / PostgreSQL / MS SQL SOLID, KISS Англійська мова — на рівні роботи з технічною документацією; Бажання розвиватися, швидко опановувати нові технології, орієнтованість на результат, командний гравець Досвід роботи з інтеграційною шиною даних ESB — бажано. Ключевые навыкиJavaSQLSpring FrameworkООПApache Maven",https://hh.ru/vacancy/48417873?from=vacancy_search_list&query=java
Doczilla,Java-разработчик,з/п не указана,1–3 года,"Полная занятость, гибкий график","['Git', 'ООП', 'SQL', 'Java']","Требуемый опыт работы: 1–3 годаПолная занятость, гибкий графикПривет! Команда Doczilla ищет Java разработчика для решения следующих задач:   Интеграция базовой версии Doczilla с внешними информационными системами, включая:   Разработка специфической бизнес-логики на встроенном языке программирования (https://github.com/zenframework/z8/wiki)   Разработка и настройка интеграционных шлюзов (на базе Apache Camel, Groovy, RESTful API, WSDL/SOAP)     Развитие базовой версии Doczilla. В ближайшее время стоят следующие задачи:   Реализация механизмов разграничения доступа на базе групп и ролей   Многофакторная аутентификация   Шифрование данных     Наши ожидания:   Знание Java Core   Умение работать с SQL   Наличие опыта разработки клиент-серверных приложений   Наличие опыта работы с системами контроля версий (Git)   Опыт работы с RESTful API и SOAP/WSDL   Идеально:   Apache Camel   WSDL / SOAP   Groovy / Kotlin   Предлагаем:   Полная занятость, официальное оформление и стабильная зарплата   Трудовой договор по дистанционной работе (можем оформить самозанятого, ИП)   Гибкий график работы на удаленке   Работа в хорошей продуктовой команде   Обучение, развитие (английский язык, оплата курсов)   Компенсация абонемента в спортзал  Ключевые навыкиGitООПSQLJavaАдресМосква, Большой Саввинский переулок, 11Показать на большой карте",https://hh.ru/vacancy/46849766?from=vacancy_search_list&query=java
Метр Квадратный,Senior Java developer,от 290 000 руб. на руки,3–6 лет,"Полная занятость, полный день",[],"Требуемый опыт работы: 3–6 летПолная занятость, полный день




Здесь сбываются мечты о новой работе и не только



«Метр квадратный» — это экосистема недвижимости, которая помогает клиентам решать любые жилищные вопросы: от поиска вариантов и оформления сделки до организации ремонта и переезда в новую квартиру. Мы также создаем решения для партнёров и профессиональных участников рынка недвижимости.
Мы строим высоконагруженную систему на базе микросервисной архитектуры с использованием современного и актуального стека. Предстоящие задачи:  разработка системы мониторинга SIEM для отслеживание аутентификации, обнаружение компрометации аккаунтов пользователей и других действий пользователя на платформе; расширение системы контроля доступа и сервиса с открытым протоколом авторизации OAuth2, который помогает централизованно управлять правами доступа пользователей к нашим ресурсам:• Разработка расширенной ролевой модели прав доступа основанной на подходе ABAC;• Написание сложных политик безопасности на основе системы Open Policy Agent;• Доработка внутренней системы управления учётными данными; работы над репликацией баз данных контрагентов жилищной экосистемы; интеграция в сервисы авторизации систем, использующих распознавание лиц для разблокировки смартфона и подтверждения платежей; разработка общих сервисов для эффективного взаимодействия основных B2B продуктов жилищной экосистемы: ипотечного брокера, сервиса безопасных расчетов и электронной регистрации; работа над сервисами, обеспечивающими процессы удаленного принятия юридической оферты контрагентами застройщикам по всей РФ.  Чего мы ждем:  отличное владение Core Java; опыт реализации приложений с использованием различных фреймворков; опыт применения JUnit, Mockito или других фреймворков для юнит-тестирования; навыки проектирования многокомпонентных приложений, в том числе с высокой нагрузкой и высокой алгоритмической сложностью; опыт разработки приложений в микросервисной архитектуре, контейнеризация в Docker; навыки проектирования БД, отличное знание SQL, опыт работы с PostgreSQL; работа с очередями (Kafka или RabbitMQ); мониторинг производительности и степени готовности Java-систем (JVisualVM/JMC/JConsole).  Будет плюсом:  опыт использования NoSQL-хранилищ (MongoDB, Redis); общее представление построения фронт-энд на базе React.JS; опыт организации работы в команде с использованием GitLab, Jira и проч.; навыки эффективного взаимодействия с продукт-оунерами, бизнес-аналитиками и смежными командами разработки.  Что используем:   Микросервисная архитектура, Java/Kotlin, Gradle, Spring Boot/Cloud, Restful API/gRPC, PostgreSQL/MongoDB/Redis/Elasticsearch, Kafka, Gitlab CI/CD, Docker/Kubernetes, Prometheus/Sentry, ELK.  Мы предлагаем:  белая конкурентная ЗП, официальное оформление; возможность влиять на разработку и сразу видеть результат своей работы; гибкий график работы, возможность выбора рабочего оборудования; ДМС, льготная ставка по ипотеке, компенсация фитнеса.   


О нас
Мы строим первую экосистему недвижимости с нуля. Вы будете создавать новый продукт, а не исправлять чужие ошибки.



- У нас быстро принимаются решения и воплощаются идеи команды. Вы будете сразу видеть результат своей работы.



- Каждый день у нас появляются новые задачи, которые мотивируют изучать новое и двигаться вперёд.



- Мы используем современные инструменты и применяем передовые подходы в работе.





Наши контакты

Москва
Санкт-Петербург










В Москве мы пока работаем в режиме
""Home office"" (на период пандемии)










Метро «Петроградская», 
набережная реки Карповки, д. 5, к. 16






",https://hh.ru/vacancy/39514787?from=vacancy_search_list&query=java
Эксперио,Java-разработчик,з/п не указана,1–3 года,"Полная занятость, полный день",[],"Требуемый опыт работы: 1–3 годаПолная занятость, полный деньЭксперио - саратовская IT-компания, работающая с 2012 года. В нашем портфолио - проекты по разработке и тестированию ПО для крупнейших банков из ТОП-10, МФО и других финансовых организаций, телеком-операторов, производственных холдингов. В связи с расширением команды мы ищем Java-разработчиков.   Требуемые знания и навыки:  Опыт разработки Java-приложений от 1 года (Java Core, J2EE, Spring Core, Spring MVC, Spring Data, Hibernate); Опыт разработки клиент-серверных приложений и веб-сервисов; Знакомство с JavaScript и опыт работы с фронтендом; Хорошее знание SQL и опыт работы с БД. Мы предлагаем своим сотрудникам:  Официальное трудоустройство; Полностью белую зарплату; Бесплатную расширенную ДМС со стоматологией; Бесплатные курсы английского и другие бонусы.         ",https://hh.ru/vacancy/48558551?from=vacancy_search_list&query=java
Emma - home of multicloud,Java Developer (remote) (2nd-5th grade),от 122 000 до 166 000 руб. на руки,1–3 года,"Полная занятость, удаленная работа","['Английский\xa0— B1 — Средний', 'Java', 'Hibernate ORM', 'Spring Framework', 'Git', 'SQL', 'Apache Maven', 'Kafka', 'PostgreSQL', 'Spring Boot', 'Intellij IDEA', 'GitHub', 'REST API', 'Spring']","Требуемый опыт работы: 1–3 годаПолная занятость, удаленная работаEmma - платформа для создания и управления мультиоблачной виртуальной инфраструктурой. Платформа позволяет, используя веб-интерфейс, public API и CLI, единообразно управлять облачными ресурсами в любых локациях, в которых находятся дата-центры наших партнёров (а это как облачные титаны - AWS, Azure, Alibaba Cloud, GCP - так и локальные поставщики облачных услуг - Artmotion, Leaseweb, Baltneta, CorpSoft24 и т.д.) - то есть, по всему миру. Emma осуществляет непосредственный контроль над состоянием виртуальных машин, автоматическое объединение их в мультиоблачные сети, аналитику использования ресурсов в разрезе затрат на них, предиктивный анализ состояния инфраструктуры, управление бюджетами и командами сотрудников, автоматическое развёртывание ПО и кросс-провайдерную миграцию инфраструктуры. Что предлагаем:  Продуктовую разработку. Не аутсорс, не древний монолит с кучей legacy - разрабатываем свой продукт с нуля; Творческую предметную область. Множество интересных задач на развитие востребованного продукта; Стандартный стек технологий: Java 8/11, Maven, Spring, Spring Boot, Hibernate, PostgreSQL, ClickHouse, Kafka, Sonarqube, CI/CD из GitHub в Docker Swarm; Перспективы роста как вертикального, так и горизонтального. Прозрачную сетку грейдов.  Требования для роли Java-разработчика включают:  Опыт коммерческой разработки на Java от 1 года; Хорошее знакомство с экосистемой Spring; Опыт разработки REST-сервисов; Базовые знания SQL; Английский на уровне, достаточном для чтения технической документации.  Общие условия работы:  Пятидневный график работы с возможностью определить часы работы в разумных пределах самостоятельно; Работа в международной компании с набором интересных задач и вызовов; Выделенный бюджет на повышение квалификации и сертификации; ТК РФ; Свобода принятия решений в рамках зоны ответственности; Открытая атмосфера, возможность влиять на развитие продукта; Участие в конференциях и тематических мероприятиях – поощряется и оплачивается; Ключевые навыкиАнглийский — B1 — СреднийJavaHibernate ORMSpring FrameworkGitSQLApache MavenKafkaPostgreSQLSpring BootIntellij IDEAGitHubREST APISpring",https://hh.ru/vacancy/48202502?from=vacancy_search_list&query=java
ООО Jing Technology,Middle Java developer,от 15 000 000 сум на руки,3–6 лет,"Полная занятость, полный день","['Английский\xa0— A2 — Элементарный', 'Git', 'PostgreSQL', 'Linux', 'SQL', 'REST', 'Java', 'Backend']","Требуемый опыт работы: 3–6 летПолная занятость, полный деньРассмотрим человека с соответствующим опытом в разработке на языке JavaУ нас нет жестких правил и регламентов, мы прислушиваемся ко мнению каждого и в то же время ставим задачи, ведем документацию и просто поддерживаем рабочий порядок. Обязанности:  написание микросервисов интеграции с внешними сервисами по rest, websocket написание sql запросов, построение er моделей (postgres) реализация бизнес-логики и участие в принятии архитектурных решений сопровождение своего кода от коммита до мониторинга работы сервиса в продакшене  Требования:  уровень middle/senior высшее техническое образование (в сфере it) уверенное владение java опыт интеграции систем знание sql, умение оптимизировать запросы опыт проектирования многомодульных приложений и масштабируемых решений git, ci/cd (gitlab) ответственность за выполняемые задачи и принимаемые решения понимание многопоточности в java, микросервисы опыт работы restful api, json-rpc, json умение покрывать код юнит-тестами знание linux на уровне пользователя проектирование и разработка, работа с документацией на английском, работа в команде  Будет плюсом:  будет плюсом если есть знания vert.x, kotlin backend, coroutines работа с docker, kafka проектирование архитектуры высоконагруженных систем опыт работы с распределёнными хранилищами и системами  Условия:  трудоустройство по ТК РУз с 09.00 по 18.00 5/2 или с 10.00 по 19.00 5/2 просторный, светлый и уютный open space офис в центре города отсутствие дресс-кода и бюрократии руководство, которое всегда старается прислушиваться к команде, чтобы все чувствовали себя комфортно работа в молодом, дружном, профессиональном коллективе в здоровой, позитивной атмосфере яркая корпоративная жизнь (поздравления коллег, пятничные вечера с пиццей и настолками, корпоративные подарки и пр.) карьерный рост и профессиональное развитие в быстрорастущем проекте Ключевые навыкиАнглийский — A2 — ЭлементарныйGitPostgreSQLLinuxSQLRESTJavaBackend",https://hh.ru/vacancy/48374196?from=vacancy_search_list&query=java
ООО Реслив,Java developer,з/п не указана,1–3 года,"Полная занятость, полный день","['Spring Framework', 'MySQL', 'Hibernate ORM', 'PostgreSQL', 'Java', 'Java EE', 'REST']","Требуемый опыт работы: 1–3 годаПолная занятость, полный деньRESLIV - компания с 10-летним опытом в создании коммерческих решений. Работа ведется с применением гибких методологий: команды участвуют во всех этапах проектирования, разработки и поставки. Инициатива и свежий взгляд приветствуются. Более опытные коллеги всегда готовы прийти на помощь. Будем рады видеть среди наших коллег мотивированных Java-разработчиков, нацеленных на конечный результат и умеющих работать в команде. Мы ищем людей с активной жизненной позицией, которым интересно осваивать новые области вместе с ростом компании.   Мы предлагаем: - работу в составе сильной и профессиональной команды; - участие в разработке с использованием передовых технологий; - рост заработной платы по мере повышения своей квалификации; - обучение внутри компании и за ее пределами, компенсацию участия в конференциях, сертификацию; - насыщенную внутрикорпоративную жизнь; - гибкий рабочий график; - 28 календарных дней оплачиваемого отпуска + 2 sick days; -полностью оплачиваемый больничный - чай, кофе и прочие плюшки. Вы будете:   участвовать в разработке высоконагруженных систем;   заниматься интеграцией с мировыми поставщиками услуг;   обсуждать, проектировать и внедрять новый функционал.   Основные требования:   опыт работы c Java от 2-3 лет;   знания Spring Framework;   понимание основных паттернов проектирования;   опыт работы с реляционными базами данных и ORM фреймворками.     Вам предстоит работать с Java 8, Spring MVC, Spring Web Flow, JPA, Hibernate, PostgreSQL, WebServices (REST, SOAP), Maven, Git. Дополнительно могут пригодиться знания: Spring Boot, Spring Data JPA, Spring Security, Spring LDAP, Spring Kerberos, Kotlin, WebSockets, Apache Camel, OSGI, Message broker (JMS, Apache Kafka etc.), NoSQL, Mongo DB, Redis.   Адрес Фрунзенская, Минск, Тучинский переулокКлючевые навыкиSpring FrameworkMySQLHibernate ORMPostgreSQLJavaJava EERESTАдресМолодежная, Фрунзенская, Минск, Тучинский переулок, 2АПоказать на большой карте",https://hh.ru/vacancy/47847777?from=vacancy_search_list&query=java
