SWAN Software Solutions,Python Developer,з/п не указана,1–3 года,"Полная занятость, полный день","['Английский\xa0— B1 — Средний', 'Python', 'Django Framework', 'PostgreSQL', 'Git', 'Agile Project Management']","Требуемый опыт работы: 1–3 годаПолная занятость, полный деньSwan Software Solutions is a fast growing, quality-driven IT services company providing cutting edge solutions. We believe we have found the ideal blend of global talent, innovative technologies, and highly-standardized processes to fully leverage our core values - reliability, scalability and affordability. We're looking for talented and creative software engineers to join our growing team! EXPERIENCE AND SKILLS REQUIRED:  Experience on Django and Python Expertise in Python backend web-development Good understanding of Python related libraries and frameworks Fundamentals in object-oriented design, client server application architecture Asynchronous background tasks tools (Celery or Django Q for example) PRelational database knowledge (PostgreSQL as a main, SQL Server as a plus) Be familiar with Git  Will be a plus: Vue, Kubernetes, Docker, Firebase WE OFFER:  A team of experienced professionals, ready to share their knowledge and skills; Strong SDLC process with use of Agile, Scrum, depending on a project; Competitive salary according to your skills and expectations; Corporate English trainings/IT business trainings; Strong compensation packages based on experience; Flexible bonus payment system that allows our team members to earn money above and beyond their standard salary.  In CV you must include contact details, examples of projects, indicating the role in the project. We have offices in Poltava, Kiev, Uzhhorod, Cherkassy, Ivano-Frankivsk and would love for you to become a part of our growing team!Ключевые навыкиАнглийский — B1 — СреднийPythonDjango FrameworkPostgreSQLGitAgile Project Management",https://hh.ru/vacancy/48255278?from=vacancy_search_list&query=python
Код Безопасности,Разработчик Python/Django,з/п не указана,3–6 лет,"Полная занятость, полный день",[],"Требуемый опыт работы: 3–6 летПолная занятость, полный деньКомпания "" Security Code"" объявляет об открытии вакансии разработчик. Обязанности: Необходимо улучшать существующий и разрабатывать новый функционал сервера управления конфигурациями. Сервер конфигурации выполнен в виде REST API сервиса, который уже является достаточно большим (порядка сотни моделей). Клиентское приложение посредством http запросов делает необходимые изменения, сам сервис взаимодействует с другими подсистемами. Сервис выполнен на Python с использование фреймворка Django , который работает на Postgresql. Для длительных задач или команд используется Celery. Требования:  Backend:  Python, django, PostgreSQL   Приветствуются знания в области технологий сетевой безопасности:  сетевой стек IP PKI    Условия:  полное соблюдение ТК ДМС после испытательного срока 100% оплата больничного белая заработная плата ( по итогам собеседования). территориально м. Нагатинская. ",https://hh.ru/vacancy/48381095?from=vacancy_search_list&query=python
Самокат (ООО Умное пространство),Data Scientist,з/п не указана,более 6 лет,"Полная занятость, полный день","['Python', 'Data Mining', 'SQL']","Требуемый опыт работы: более 6 летПолная занятость, полный день




IT



«Самокат» - это технологическая компания и один из самых быстрорастущих проектов в России. Мы предоставляем сервис моментальной доставки продуктов. У нас десятки маленьких складов (dark stores) в Москве и Санкт-Петербурге. Каждый — как продуктовый магазин у дома, но без торгового зала, с заказом через приложение и доставкой курьером за 15-30 минут. Мы встраиваемся в ежедневную жизнь клиентов и меняем паттерн потребления. Уже сегодня мы №1 в России среди продуктовых онлайн-магазинов по количеству заказов.  У нас много направлений в ML -команде, потому готовы обсудить разные возможности!) Важно то, что результат работы будет работать в реальной высоконагруженной системе, а не пылиться в jupyter-notebook! Им можно будет хвастаться друзьям/родным/тусовке) Почему это интересно:  Данные уже собраны, Есть понимание прикладных задач, зачем нужно построить модель В настоящий момент мы готовим платформу данных, что несомненно упростит задачу.  Мы ожидаем от вас:  Понимание, что не всегда и не везде важны сотые доли точности, а простая линейная регрессия иногда лучше, чем стекинг бустингов. Опыт работы в Data science от 2-лет. Законченное высшее образование (Математика, Физика, Биоинформатика, Computer Science) как огромное преимущество.  Стек: python (pandas & etc), SQL. Опыт с hadoop/spark как преимущество) Мы предлагаем:  Москва или Питер, но возможно удаленно. На период карантина конечно же работаем из дома) Зарплата, которой вы достойны =). Обсуждаем с каждым успешным кандидатом отдельно. Соблюдение ТК РФ и конечно же белую заработную плату. Традиционные радости в виде кофе, фруктов и активной социальной жизни - присутствуют! ДМС после испытательного срока (Best Doctor). 


У нас ты сможешь:



быстро расти



делать жизнь людей лучше



работать без лишней бюрократии



работать с современным стеком



видеть результаты своей работы и гордиться ими



создавать наши технологии и инструменты


Приходи к нам строить ритейл будущего. Будем менять мир вместе.


Ключевые навыкиPythonData MiningSQL",https://hh.ru/vacancy/48582788?from=vacancy_search_list&query=python
ООО Деко Системс,Python Developer,з/п не указана,3–6 лет,"Полная занятость, удаленная работа","['Hadoop', 'Python', 'Big Data', 'Spark', 'Hive', 'SQL']","Требуемый опыт работы: 3–6 летПолная занятость, удаленная работаМы строим единую аналитическую платформу, включающую в себя централизованное корпоративное хранилище данных, витрины отчетности и BI-инструменты, аналитические «песочницы» данных и инфраструктуру для применения моделей искусственного интеллекта. Какие задачи ждут именно вас:  Проектирование и разработка процессов загрузки данных в единое хранилище данных Apache Hadoop, загрузка данных, расчета витрин в CУБД Vertica Оптимизация и настройка производительности ETL процессов (Apache Airflow) Проведение исследований новых технологий в рамках R&D Разработка системы контроля качества данных, регламентных служебных процессов для обслуживания загрузки данных в Apache Hadoop Рефакторинг существующих решений по загрузке данных и расчету витрин, перевод их на новую модель и инструменты  Мы ждем от вас:  Опыт программирования на Python Кругозор в сфере ИТ Понимание основных алгоритмов и структур данных Мы НЕ ждем от вас специфичных глубоких знаний по инструментам и технологиям для работы с BIG DATA, мы готовы делиться опытом и помогать нашим коллегам успешно осваивать новые технологии  Будет плюсом:  Опыт работы с экосистемой Hadoop (HDFS, Hive, Spark, Apache Airflow) Опыт работы с СУБД колоночного хранения (предпочтительно Vertica) Опыт работы с промышленными ETL средствами (Informatica, Pentaho) Опыт работы в распределённой (территориально) команде  Мы готовы предложить:  З/п по итогам технического собеседования и оформление в штат Интересные проекты, адекватное руководство и квалифицированная проектная команда с огромным опытом Возможность профессионального и карьерного роста; Топовое железо (I7, SSD, 32gb ddr4 + 2 Монитора либо аналогичный laptop) Отличные офисы в г. Калининград и г. Москва с кофе-машинами Интересные корпоративные мероприятия     Ключевые навыкиHadoopPythonBig DataSparkHiveSQL",https://hh.ru/vacancy/48435662?from=vacancy_search_list&query=python
Semrush,Python Data Engineer (Wind Team) / remote,от 220 000 руб. на руки,1–3 года,"Полная занятость, полный день","['Python', 'SQL', 'Linux']","Требуемый опыт работы: 1–3 годаПолная занятость, полный день














маркетологов уже  протестировали Semrush






лет на рынке






сотрудников



Semrush – продуктовая IT-компания. С 2008 года мы разрабатываем свою собственную онлайн-платформу для интернет-маркетологов и у нас неплохо получается! Доказательством этому является премия WORLD’s BEST SEARCH SOFTWARE, которую мы получаем уже три года подряд. С помощью Semrush можно отслеживать эффективность сайта, оценивать положение продукта в сети, анализировать конкурентов и многое другое. Сегодня нашим сервисом пользуются 7 000 000 маркетологов из Америки, Европы, Азии и Австралии, а над созданием трудятся более 1000 человек по всему миру. С самого основания мы привержены своим фундаментальным ценностям: всегда отдавать приоритет людям, а не процессам, приспосабливаться к переменам, а не следовать строгому плану. Тебе это близко? Давай с нами! Команда Wind Team в поисках Python developer на проект по созданию единого аналитического хранилища данных. Перед нами стоит амбициозная задача по оптимизации подходов к построению потоков данных на уровне компании. Нам необходимо объединить данные из разных источников, грамотно организовать процессинг и хранение под потребности смежных подразделений (потребителей данных): продуктовых команд, Analytics, Data Scientists, Business Intelligence, Back Office и т.д. Мы “Startup” внутри компании, не отягощены Legacy и открыты к новым подходам и технологиям, способным лучшим образом воплотить наши идеи. Мы ищем в команду единомышленника, готового к новым вызовам, способного брать на себя ответственность за принятие решений и доводить дело до желаемого результата. Актуальные направления Wind Team: 1. Реализация задач по проекту построения DWH, объединяющего потоки данных уровня компании для нужд направлений Marketing и HR:  Сбор данных из различных внутренних и внешних источников информации. Консолидация полученных данных (оценка качества, обогащение, очистка и т.д.) Разработка микросервисов, взаимодействующих с различными внешними и внутренними системами (обмен данными, синхронизация).  2. Переход на Event Based модель работы с информационными потоками данных компании для обеспечения их функционирования в режиме Over-Realtime. Разработка нового DWH на основе данной модели. В настоящий момент есть прототип, необходимо протестировать и развить его. Мы не ограничены в принятии решений и можем улучшить его по своему усмотрению. Наш текущий стек технологий:  Работаем в ‘облаках’ на Google Cloud Platform; BigQuery для Data Lake; Cloud Composer Airflow для ELT\ETL; PubSub + Google data flow для Data Streaming; А также GCE, GKE, Cloud SQL (PostgreSQL), Docker; Используем Python 3.6+.  Мы ждём от тебя:  Опыт работы от 1 года по направлению Data Engineering; Уверенное владение Python и SQL; Опыт сбора, обработки и преобразования данных; Умение грамотно выстраивать потоки данных; Понимание подходов по обеспечению Data Quality; Опыт работы с различными колоночными и строковыми СУБД. Знание их преимуществ и недостатков, в какой ситуации лучше использовать ту или иную; Желание и способность автоматизировать рутинные процессы; Опыт работы с GitLab CI, Docker, Google Cloud Platform.  Преимуществом будет:  Опыт работы с микросервисной архитектурой; Опыт командной разработки; Опыт работы с высоконагруженными MPP СУБД; Опыт моделирования данных; Опыт работы со Streaming Processing.  Мы предлагаем:  На данный момент наши сотрудники придерживаются формата “работа из дома“, а вообще СПб офис располагается совсем рядом со ст.м. Московские ворота (10 минут прогулочным шагом). Гибкое начало рабочего дня, которое подойдет как жаворонку, так и сове. Ты можешь начать день в период с 9:00 до 12:00. Agile-подход в работе (с удовольствием всему научим). Различные тренинги/онлайн-курсы/конференции/книги для прокачивания твоих hard- и soft-скиллов. Поддержка твоих спортивных увлечений и компенсация до 50% от стоимости абонемента (зал/танцы/скалодромы и прочее на твой выбор). Занятия по английскому языку. Сейчас они проводятся в формате онлайн. Крутые вечеринки и корпоративы! Да, тоже в онлайн-режиме, но нам все равно весело:) 




Ключевые навыкиPythonSQLLinuxАдресМосковские ворота, Санкт-Петербург, Заставская улица, 22к2Показать на большой карте",https://hh.ru/vacancy/46356994?from=vacancy_search_list&query=python
ООО ЛАЦИТ - Лаборатория цифровых технологий,C++/Python Developer,з/п не указана,3–6 лет,"Полная занятость, гибкий график","['Python', 'Git', 'C++', 'Linux', 'Atlassian Jira']","Требуемый опыт работы: 3–6 летПолная занятость, гибкий графикВакансия в городах Минск, Витебск, Новополоцк. C++/Python программист со знанием Linux, основ электроники и робототехники. В проектную команду по логистическим мобильным роботам подбирается увлеченный энтузиаст робототехник, профессионально программирующий на C++ и Python. Задачи включают в себя широкий спектр задач: начиная от разработки стратегий управления приводами и низкоуровневой обработки датчиков и камер, до планирования автономного движения и навигации с детектом и распознаванием препятствий. Наше предложение – это возможность разрабатывать программы для роботов мирового уровня и создать массовый продукт, приблизить человечество к будущему. Задачи, которые Вам предстоит решать:  Разработка программного обеспечения систем управления мобильным роботом: автономное движение, навигация, интеграция с различными системами. Выбор технического зрения, тестирование и обработка изображений (rgbd, стерео, камеры глубины, лидары, сканеры безопасности). Разработка фильтров для комплексирования информации от различных проприоцептивных и датчиков внешней среды (IMU, GPS, магнитометр, дальномер и т. д.). Подбор и оптимизация стека технологий и алгоритмов. Разработка архитектуры ПО, программных модулей и протоколов взаимодействия. Проектирование процесса разработки ПО, декомпозиция задач. Оптимизация кода (в том числе перенос алгоритмов из python в С++). Работа с командой разработчиков Code review. Составление базовой сопроводительной документации. Написание отказоустойчивого кода. Написание Unit тестов. Симуляций и моделирование.  Для нас важно:   Самообучаемость.   Умение разбираться в чужом коде.   Опыт программирования на С++ и Python от 3-х лет.   Анализ производительности, профилирование кода.   Покрывать код тестами. Ведение документации к своему коду.   Четкое понятие алгоритмической сложности.   Понятие многопоточности процессов.   Знание и опыт работы в Linux (Ubuntu).   Знание и опыт git.   Знание контейнерной виртуализации.   Знание протоколов прикладного уровня.   Знание принципов работы систем реального времени.   Знание основ электроники и робототехники.   Владение английским языком на уровне чтения технической документации.   Опыт выведения программных продуктов в промышленную эксплуатацию или ведение массовых программных сервисов.   * Обязательны примеры успешных предыдущих проектов. Плюсом будет:  - Опыт работы с OpenCV. Обработка изображений алгоритмами компьютерного зрения. - Предиктивная аналитика данных, моделирование и валидация. - Применение нейронных сетей. - Опыт программно-аппаратных параллельных вычислений на основе ядер CUDA. - Опыт разработки в ROS (Robot Operating System), Gazebo. - Опыт работы с лидарами, rgbd, стерео, камерами глубины. - Опыт работы со SLAM, планировщиками траектории. - Опыт написание алгоритмов для автопилотов. - Ведения проектов в Jira. - Ведение диаграммы Ганта по проекту. - Опыт руководства командой из минимум 3х человек. Мы предлагаем:   Официальное трудоустройство;   Официальное трудоустройство,   Возможность профессионального роста в дружной компании,   Комфортные офисы,   Дополнительные бенефиты (компенсация занятий спортом, компенсация мобильной связи, компенсация амортизации техники),   Сложные и высокотехнологичные проекты,   Серьезные, толковые техлиды и менеджеры,   Гибкую и демократичную систему управления;   Яркие тимбилдинги и корпоративы.  Ключевые навыкиPythonGitC++LinuxAtlassian JiraАдресПлощадь Франтишка Богушевича, Минск, улица Клары Цеткин, 16Показать на большой карте",https://hh.ru/vacancy/48177634?from=vacancy_search_list&query=python
ООО Неро Электроникс,Python Senior/TL,з/п не указана,1–3 года,"Полная занятость, полный день","['JavaScript', 'Django Framework', 'Git', 'Atlassian Jira', 'Python']","Требуемый опыт работы: 1–3 годаПолная занятость, полный деньКомпания занимается Hard&Soft разработкой и крупносерийным выпуском продукции в области IoT, smart home и smart metering. Если ты достиг уровня мастерства и тебе доставляет радость учить и менторить других, то это к нам. Классная команда ребят в наличии:) Задачи:  разработка высоконагруженных распределенных систем и систем конфигурации и деплоймента этих систем интеграции систем между собой написание юнит-тестов для существующих и разрабатываемых программных модулей  Ожидания:  устойчивое знание языка Python3.8 и его стандартной библиотеки опыт работы с Django, Docker, Ansible, Celery/Airflow желание разбираться в новом для себя  Приветствуется:  опыт работы с AWS, Google Cloud, Kafka, Golang интерес работы с Frontend, Javascript, Vue.js, React понимание как писать хорошие функциональные и интеграционные тесты для программ опыт работы в Jira опыт работы с GIT или аналогами  Мы предлагаем:  использование современного стека технологий реально отличную сильную команду разработчиков возможность работы удаленно или уютный офис в районе промзоны Шабаны (доставка от метро Могилевская, 10 мин), курсы английского языка, футбол, волейбол и прочие активности на территории и за ее пределами кофе, фрукты и др.радости жизни Ключевые навыкиJavaScriptDjango FrameworkGitAtlassian JiraPython",https://hh.ru/vacancy/47697122?from=vacancy_search_list&query=python
Digital Kitchen (ООО Цифровая кухня),Senior Data Scientist NER (в Анапу),от 150 000 до 250 000 руб. на руки,не требуется,"Полная занятость, полный день","['Data Science', 'Python', 'NER', 'NLP']","Требуемый опыт работы: не требуетсяПолная занятость, полный деньМолодая ИТ-компания. Разрабатываем собственные коробочные решения в сфере конкурентной разведки. Занимаемся сбором обширной информации из открытых источников, а также создаём инструменты для её обработки и визуализации. Мы - небольшая команда профессионалов, увлечённых своим делом. Решения в команде принимаются с учетом каждого мнения. Конечная цель — продукт мирового уровня, который будет помогать бизнесу других людей. Наш офис расположен на территории технополиса ЭРА в городе-курорте Анапе (Краснодарский край). В перспективе планируем открыть дополнительный офис в Москве. Удалённое сотрудничество на данный момент не рассматриваем. Мы ищем инженера по машинном обучению, который:  имеет опыт решения задач NER для русского языка не менее 2 лет; понимает принципы ML/DL, базовых алгоритмов машинного обучения и архитектур нейронных сетей для решения задач NLP; уверенно владеет Python, включая опыт работы с популярными библиотеками (Pandas, TensorFlow, PyTorch, spaCy и др.); способен оценить качество построенной модели, плюсы/минусы той или иной метрики под конкретную задачу; знает как настроить и использовать Linux для обучения моделей, в т.ч. на GPU; знаком с Git.  Что предстоит делать:  разрабатывать модель NER сначала на русском, а затем на английском и других языках; документировать результаты своей деятельности.  В свою очередь, мы предлагаем:  (иногородним) оплату перелёта и первого месяца проживания в Анапе; современный и комфортный офис, с видом на море; топовую комплектацию и эргономику рабочего места;  зона отдыха с диванами;   кухонная зона, зерновой кофе;   гибкий график рабочего дня;   столовая на территории технополиса.  Ключевые навыкиData SciencePythonNERNLP",https://hh.ru/vacancy/48514805?from=vacancy_search_list&query=python
Itransition,Python Middle Developer,з/п не указана,1–3 года,"Полная занятость, гибкий график","['Английский\xa0— B1 — Средний', 'Python', 'Django Framework', 'JavaScript', 'SQL', 'Git']","Требуемый опыт работы: 1–3 годаПолная занятость, гибкий график












Мы ищем опытных разработчиков, готовых решать серьезные задачи и разрабатывать качественные приложения и системы с использованием современных технологий. Мы ожидаем от вас:  Опыт работы в IT не менее двух лет Знание Python, опыт работы с каким-либо веб-фреймворком (Django, Flask или другие) Опыт работы с базами данных (SQL или NoSQL) Английский язык (разговорный и письменный) на уровне intermediate и выше  Приветствуется:  Опыт Front-end разработки (HTML 5, JavaScript / TypeScript, Angular / React или другие) Опыт написания автоматизированных тестов Знание основ контейнеризации приложений, понимание и опыт использования Docker  Мы предлагаем:  Работу в одной из топ-10 компаний-разработчиков ПО в России по версии РА Эксперт Проекты с такими заказчиками, как Wargaming, Xerox, Philips, adidas, MTC и Toyota Конкурентную зарплату, растущую с повышением квалификации Систему карьерного роста с четкими требованиями к каждому уровню квалификации Гибкий график работы Возможность удаленной работы Командировки в США и в Европу Медицинское обслуживание по корпоративной страховке Компенсацию спортивных абонементов Корпоративные праздники и тематические вечеринки для сотрудников и их детей 5 дней оплачиваемого больничного в год без справок 


ЗАО «Итранзишэн» УНП 190654745


Ключевые навыкиАнглийский — B1 — СреднийPythonDjango FrameworkJavaScriptSQLGit",https://hh.ru/vacancy/44401077?from=vacancy_search_list&query=python
"САТЕЛ, Группа компаний","Разработчик Python| Developer Python, удаленно",з/п не указана,3–6 лет,"Полная занятость, удаленная работа","['Git', 'Linux', 'Python', 'MongoDB', 'PostgreSQL']","Требуемый опыт работы: 3–6 летПолная занятость, удаленная работаСАТЕЛ - одна из ведущих российских IT-компаний, работающая на рынке системной интеграции, информационных и коммуникационных технологий. Мы специализируемся на реализации интеграционных проектов по развитию IT-инфраструктуры, разработке кастомизированных бизнес-решений и бизнес-приложений, а также создании и внедрении стратегии цифровой трансформации. В команду коммерческого развития проекта системы мониторинга для крупных телекоммуникационных компаний требуется разработчик. Что предлагаем:  Удаленная работа Работа в сильной сплоченной команде Стандартная пятидневка. Все выходные - выходные, праздники - праздники; Оформление официальное, зп вся белая; Уровень зп обговорим на собеседовании, так как скиллы у всех разные; Минимум бюрократии. Адекватное руководство. Все условия для профессионального роста, обучения и развития. Возможность обучаться как внутри компании, так и на внешних семинарах и конференциях.  Чем придется заниматься:  Разработка новых сервисов и оптимизации производительности внутри программного комплекса. Поддержка разработанного функционала. Участие в проработке архитектурных решений.  Ожидаем от кандидатов: Знание и опыт использования от 2 лет: - python3 - asyncio - pymongo/mongoengine - Сетевое программирование -Опыт работы с одной или несколькими СУБД из списка: mongodb; postgresql; clickhouse -Опыт анализа кода и опыт работы в коллективном проекте с применением систем git, gitlab, Gitlab CI - Написание автоматических тестов: pytest - Работа с системами контроля качества кода: flake8, pylink, mypy Будет преимуществом знание: - Pydantic - FastAPI - networkx/numpy - gRPC Приветствуется наличие рабочих open-source проектовКлючевые навыкиGitLinuxPythonMongoDBPostgreSQL",https://hh.ru/vacancy/47767148?from=vacancy_search_list&query=python
"СимбирСофт,ООО",Python developer (Middle),з/п не указана,3–6 лет,"Полная занятость, удаленная работа","['Английский\xa0— B1 — Средний', 'Python', 'Django Framework', 'Git', 'Redis', 'MySQL']","Требуемый опыт работы: 3–6 летПолная занятость, удаленная работаСтек технологий:Python 3, Docker, Celery, Pandas, RabbitMq, Django, Redis, MongoDb, MySQL, PgSQL.В 80% случаев работаем по методологии Scrum (релизы каждые 2-3 недели). Мы ищем Python-разработчика, который:  Понимает основные структуры данных, алгоритмов, оценки сложности и объема памяти. Имеет опыт работы с SQLAlchemy, Celery, Flask или Django. Владеет навыками работы с AMQP (RabbitMQ). Знает REST API. Имеет опыт в написании тестов. Уверенно знает SQL (написание сложных запросов). Продвинутый пользователь Linux и shell Имеет хорошую теоретическую базу по ООП. Работает с Git.  Будет преимуществом, если у тебя есть: Опыт работы с графовыми БД (а также знание Cypher), Amazon Web Services, Kafka, DDD, Microservices Architecture, Docker, Continuous Deployment, нейронными сетями, Big Data, большими базами данных (10ТБ+), опыт работы с функционально ориентированными языками программирования, а также опыт работы с алгоритмами Deep Learning и базой данных Click House. Мы ищем людей с проактивной позицией, которые не боятся отстаивать свою точку зрения. Мы предлагаем: Интересные высоконагруженные проекты. Возможность работать на современных технологиях. Возможность разрабатывать проекты с нуля. Стабильную белоснежную заработную плату, размер зависит от квалификации и опыта. Возможность профессионального развития - менторинг, внутренние митапы, хакатоны, работа в одной команде с ведущими экспертами, сертификация за счет компании. Постоянный обмен опытом между командами. Гибкий график работы. Оформление по ТК РФ. Гибкая система бонусов, которая настраивается под индивидуальные потребности: различные уровни ДМС, абонементы на занятия спортом или помощь в покупке любой техники. Мы заботимся о своих сотрудниках, поэтому в настоящий момент работаем в формате хоум-офис (удаленно). Компания ежедневно мониторит ситуацию с количеством заболевших, и как только положение в регионах нашего присутствия нормализуется, сотрудники смогут вернуться в наши уютные и комфортные офисы.Ключевые навыкиАнглийский — B1 — СреднийPythonDjango FrameworkGitRedisMySQL",https://hh.ru/vacancy/47637730?from=vacancy_search_list&query=python
"Иннотех, Группа компаний",Разработчик Python,з/п не указана,1–3 года,"Полная занятость, удаленная работа",[],"Требуемый опыт работы: 1–3 годаПолная занятость, удаленная работа






«Иннотех» — это молодая группа компаний с большими амбициями и интересными задачами. Мы реализуем проекты по цифровизации банковской отрасли за счёт обеспечения полного цикла разработки ПО с использованием передовых технологий. Мы стремительно растем в Москве и уже открыли 8 региональных площадок - Санкт-Петербург, Самара, Нижний Новгород, Новосибирск, Тюмень, Казань-Иннополис, Ижевск, Рязань. Являемся технологическим партнером Группы ВТБ, что позволяет нам создавать инновационные решения и предлагать наиболее актуальные продукты и технологии. Штат компании более 3000 чел.   Проект: Создание в Банке продукта для расчета, анализа и моделирования рыночного риска торговой книги, выполнение требований регулятора, переход на целевые процессы и целевой технологический стэк Банка. Автоматизация процессов расчета рыночного риска торговой книги, масштабирование на дочерние компании Группы.   Требования:  Опыт программирования на Python. Опыт разработки решений построения аналитических витрин. Знания принципов построения систем хранения и обработки данных.  Задачи:  Разработка интеграционных решений. Разработка кода аналитически витрин на Python. Поддержка существующих серверных решений. Взаимодействие с системным аналитиком в части формирования функциональных требований. Построение отказоустойчивых решений. Соблюдений процессов разработки.  Условия:  Официальное оформление по ТК РФ (бессрочный трудовой договор). Гибкое начало и окончание рабочего дня. На время пандемии удаленный график. Конкурентная и полностью официальная заработная плата. Возможность участвовать в крупных проектах. Обучение: мы ездим на профильные конференции, учимся на курсах и тренингах, получаем сертификаты. Даем все, что нужно для успешной работы: дополнительные мониторы, мощное железо, компенсируем расходы на мобильную связь. Пакет льгот для сотрудников от наших партнеров: ДМС, скидки на фитнес, льготное кредитование и страхование. Возможность карьерного роста в крупной стабильной компании.   


",https://hh.ru/vacancy/47062714?from=vacancy_search_list&query=python
